Positive_Score,Neutral_Score,Negative_Score,Compound_Score,Sentiment_Label,Original_Comment_Text,Comment_ID
0.209,0.791,0.0,0.4404,Positive,"Keep this thing upside down. 
You get easy access to power button.",Ugy8VD5MkFJX1O3FzHR4AaABAg
0.0,0.841,0.159,-0.1779,Negative,"A computer, smaller than a phone. What a weird timeline.",UgzIg95jyqEYfrpwxIB4AaABAg
0.273,0.727,0.0,0.4588,Positive,My response to the power button placement: who cares?,UgzO-6AQ5A5JVAZTBPV4AaABAg
0.054,0.946,0.0,0.7087,Positive,"Question: Can you turn the Mac Mini on just by turning on the connected monitor? Like, USB-C HP laptops that businesses now use, having them connected via USB-C to a USB-C monitor, with the USB-C monitor providing power to the laptop... you never even need to open the laptop... EVER. You just turn the laptop on by turning on the screen.

So... can Mac Mini also do this? 

It also brings to mind another question: Why does Mac Mini even need a dedicated power cable, when obviously Apple could implement Power Delivery, to have the Mac powered by the connected display. I mean sure, it's good for those who don't have a USB-C PD display but rely on HDMI to still have the option to use traditional power cables... but then does the Mac Mini also get powered via USB-C as an option?",UgwVRa3jLnrl9eICm_J4AaABAg
0.0,1.0,0.0,0.0,Neutral,Power button?   Once a month maybe?,UgxHUrNqRDWNnxUr9VV4AaABAg
0.0,0.676,0.324,-0.34,Negative,Putting the powerbutton there is crazy,UgxK61r4YBiHP6KE-JN4AaABAg
0.299,0.701,0.0,0.8268,Positive,This is the happiest and most enthusiastic way I've seen Marques talk about an Apple product in a long time,UgxZlT1Rndu74Pz2YuV4AaABAg
0.118,0.882,0.0,0.743,Positive,"3:08 This is 💯 true. That person made CarPlay duplicate screens instead of extend for like the first 5 years. Also, if your bluetooh headphones are connected to the Apple Watch and you go to the Music app on the Watch, the default is to control the iPhone's library and speakers, not the Watch's. Is there ANY scenario where ANYONE would want to do this?",Ugy1EHENPxxNXrFjFLF4AaABAg
0.0,1.0,0.0,0.0,Neutral,It should have been atleast front bottom.,UgwFtSkTdB7wlz32HEp4AaABAg
0.135,0.865,0.0,0.6124,Positive,This is exactly what I needed for my flight case build. The last Gen one was 2 inches too big to fit and this will fit with my built in monitor and midi controller.,Ugz3gsOcLoMhUQKGgZt4AaABAg
0.0,1.0,0.0,0.0,Neutral,"the power button, hahahaha",Ugy-SDP_w65ninaULvZ4AaABAg
0.0,1.0,0.0,0.0,Neutral,You shoulda done the whole vid as tiny Marques,UgyI-bi2dT0Q-QUzPBh4AaABAg
0.0,0.749,0.251,-0.6901,Negative,I stopped buying macs because the mac mini started becoming a really bad deal when you needed more memory.,UgyaOuIFaCTO9kNlrpp4AaABAg
0.0,0.829,0.171,-0.4767,Negative,"The clips from Marques' old videos feel so nostalgic. 
Man we are getting old. 😢",Ugxe38d8Z6QyG_Y8tVt4AaABAg
0.203,0.629,0.168,0.128,Positive,799 MacBook Air m2 I would argue is a better deal,UgxjlI6a93FdQeO_vXF4AaABAg
0.0,1.0,0.0,0.0,Neutral,I know I'll eventually will buy one of these to use them as a home server.,UgzlzZxGPiUJ3WzF_pR4AaABAg
0.0,1.0,0.0,0.0,Neutral,cant you just get an external SSd/HHd for it?,UgxMxsUkuFIK5cpUrLV4AaABAg
0.0,0.763,0.237,-0.4215,Negative,If that thing doesn't run a 70b LLM it's useless.,UgwwMS4gbj8IWcGnxWl4AaABAg
0.082,0.844,0.074,0.0772,Positive,I have an M1 mac mini - I pretty much never power it off. I even had to put tape by the power button to block the LED (since I sleep in the same room),UgwHI8_5bU1pQa_8wQp4AaABAg
0.141,0.859,0.0,0.8591,Positive,"7:07 Where the iMac makes it easier is in the home. Simply pick it up and move it around. Once you placed the monitor down, you’ve placed the PC down too automatically. You’ve also placed the speakers automatically. It is the best home computer for those who like to use it anywhere in the house. In house mobile is the iMac.",Ugz-2GF5xJ7nrfLvrUF4AaABAg
0.129,0.821,0.05,0.6037,Positive,"You're wrong about the power button placement, btw. Many organizations, including ours, attach small computers to the back of the monitors. In this use case, the fan needs to point away from the monitor to keep the PC cool, which means [drum roll] IT IS SMART TO PUT THE POWER BUTTON UNDERNEATH THE MAC MINI.",Ugwg8qAY82AjXB2O9sp4AaABAg
0.062,0.84,0.097,-0.3164,Negative,"My only disappointment is the AC power input. USB-C power would have dramatically opened up the ability to use it anywhere. e.g. in the campervan, solar powered, off a battery bank, or anywhere!",UgxnXeE_AeiNdzBXim14AaABAg
0.0,1.0,0.0,0.0,Neutral,wouldn't the display you're gonna use it with need AC?,UgxnXeE_AeiNdzBXim14AaABAg.AAYYw8qwMSsAAYdGQt_csH
0.055,0.894,0.052,0.3138,Positive,"USB-C isn't designed for that. It doesn't sit securely enough into the socket to be reliable and it's susceptible to more fluctuations in power delivery. It doesn't matter on things like laptops and phones because they have a battery as the buffer.

Plus that's then a permanently dedicated USB-C port being used exclusively for power. It's not like a laptop where you can just unplug it and still use it with something else while it runs on battery.

Most solar power banks have AC outlets by the way, unless you mean those tiny portable ones.",UgxnXeE_AeiNdzBXim14AaABAg.AAYYw8qwMSsAAYdx6U4LzA
0.173,0.827,0.0,0.3182,Positive,Fair point - you could use an inverter if you wanted to?,UgxnXeE_AeiNdzBXim14AaABAg.AAYYw8qwMSsAAYet9smYxB
0.0,1.0,0.0,0.0,Neutral,Battery banks have AC output,UgxnXeE_AeiNdzBXim14AaABAg.AAYYw8qwMSsAAYhOhz7-1F
0.0,1.0,0.0,0.0,Neutral,Do you really turn off your computer?,UgyMAlam-eUOw9086Ih4AaABAg
0.0,1.0,0.0,0.0,Neutral,"Since I bought my M2 Mini, I have pressed the power button once: When I turned it on for the first time. Since then it has sat on my desk, rebooted occasionally from within the OS. The position's a nothingburger.",UgzvzqlaqvIIB8ktufZ4AaABAg
0.433,0.412,0.155,0.5719,Positive,I love your unused cutting mat.,UgxZqLQCNqvgp_iPwhx4AaABAg
0.31,0.64,0.049,0.8735,Positive,"This is such a fire refresh of the mac mini, but yeah, that power button placement is hilarious. 100% Apple trolling 🤣",Ugz-YF3pDCYwhHUl3114AaABAg
0.0,0.719,0.281,-0.5719,Negative,"3:34 this man is complaining about a power button, Shows how weak he is",UgzcnbxiTD9dats86694AaABAg
0.0,1.0,0.0,0.0,Neutral,ARC browser got a shoutout 👀,UgxSqwJJcQfr00cMsoZ4AaABAg
0.0,0.848,0.152,-0.5267,Negative,My own conspiracy theory: the power button placement is purely intended to thwart Satechi from making the next-gen aluminum stand.,UgwcnSOTisSAWjoCd_p4AaABAg
0.07,0.696,0.234,-0.6943,Negative,The storage situation is unacceptable honestly. I could understand if it was upgradeable but the cost of the upgraded storage is so insane.,Ugz_nPisKOGhsLssucZ4AaABAg
0.141,0.72,0.139,0.0085,Neutral,So I have to wait for the M8 Mac mini for the usable power button placement😢,Ugx1gDZYzzQtyAu1-dx4AaABAg
0.177,0.823,0.0,0.7964,Positive,But Now its a good thing that person like me who wants to try apple's pc for development and stuff instead of taking a bulky and expensive pc or mac use this and then shift,UgwIU9YsUBpO75iQOT94AaABAg
0.172,0.828,0.0,0.4404,Positive,"Dude, the audio of MKBHDs videos is as good as podcast audio at this point",UgwTA4hIHKC1jxzEgCh4AaABAg
0.0,0.822,0.178,-0.3802,Negative,Put the button in the place where Steve Jobs ghost can't see it!,UgzaSO6LYND-AMDE_0p4AaABAg
0.071,0.827,0.102,-0.2023,Negative,"the price was shocking to me, i was thinking ""ah another $2000 luxury"" only to be surprised that it's almost 4x cheaper than that",UgyAFP5ySPxYzU42VDJ4AaABAg
0.396,0.604,0.0,0.9336,Positive,For sure! 500$ for a pretty powerful and tiny desktop is great value. I have a Microsoft Surface Pro 3 from (I think from 2013) on my desk.,UgyAFP5ySPxYzU42VDJ4AaABAg.AAYYixfIVAEAAYc4EwKboT
0.0,1.0,0.0,0.0,Neutral,They've been this price for years. Apple tend to just slot in the replacements at the same pricing as the last one.,UgyAFP5ySPxYzU42VDJ4AaABAg.AAYYixfIVAEAAYe2dtpaDx
0.0,1.0,0.0,0.0,Neutral,The placement of the power button tells me that they intend for his mini to be always left on.,UgzU0UJQ7pCNfFqT-u54AaABAg
0.0,0.77,0.23,-0.6565,Negative,Everyone talking about the PRO let it gooooo that computer no one buys Apple DOESNT CARE about the cheese grater,Ugzqm2j2uxsB716vpF94AaABAg
0.397,0.603,0.0,0.836,Positive,"This Mini is just delicious❤  I had a 2011, quite the performer.",UgyImM9llHHssqYSiSt4AaABAg
0.0,1.0,0.0,0.0,Neutral,"Ummm, Intel NUCs have been a thing for almost a decade!",Ugz8R5RVWHJw7Byk74N4AaABAg
0.344,0.483,0.172,0.8271,Positive,the power button is major turn off😂😂😂,UgxRI-4_c3Tmef3KULJ4AaABAg
0.0,0.957,0.043,-0.128,Negative,11:40 that button placement is probably a statement from Apple as to how they demand you use their product; reinforcing the idea that turning it off is something you should rarely need to do.,UgwRQ9Hts5JeFUQMdr94AaABAg
0.0,1.0,0.0,0.0,Neutral,Bot,UgwRQ9Hts5JeFUQMdr94AaABAg.AAYYcf92nBaAA_uS8ILP9y
0.0,0.533,0.467,-0.5423,Negative,256gb in 2024 is horrid,Ugymomm_UdvLiSFjlrd4AaABAg
0.285,0.506,0.209,0.0516,Positive,Hilarious take on the dumb placement of such important points things…,Ugwngh9zi8mMBfrUoNt4AaABAg
0.22,0.78,0.0,0.765,Positive,"too be fair, I wanted an even smaller Mac Mini as the old one was too big for my studio desk in the spot I wanted it to fit lol.",UgyFmbBJFVN_o2M_7bJ4AaABAg
0.167,0.833,0.0,0.6369,Positive,Thunderbolt NVMe enclosures are an easy way to expand your storage without sacrificing performance (relative to the on-board storage) at a fraction of the cost of Apple's upgrades.,UgyAa-RZGK4XYRD6l9J4AaABAg
0.109,0.63,0.261,-0.5578,Negative,"love the mac mini but real quick, dont trust MKBHD’s reviews because hes one of the biased reviewers",UgzK92vSfulLAqTdyXF4AaABAg
0.111,0.889,0.0,0.504,Positive,"@mkbhd, What do you mean this at @6:30 when you say it performs as good as you'd expect the fastest single core computer? Isn't this 10 cores?",Ugx9r2fdRujZer869-h4AaABAg
0.112,0.888,0.0,0.2263,Positive,He means single core performance. I don't know if that's true but that's what he means,Ugx9r2fdRujZer869-h4AaABAg.AAYYSoVdeMqAAYedeOFr8B
0.216,0.784,0.0,0.296,Positive,"@@KelvinYankey-p7p Yeah, why is he calling this single core?",Ugx9r2fdRujZer869-h4AaABAg.AAYYSoVdeMqAAYmJ7342YL
0.273,0.727,0.0,0.7584,Positive,Please say (or at least show on the screen) the dimensions on centimeters for people like me outside of US 🙂,Ugw8PEYTXPG9yK-JrPF4AaABAg
0.139,0.743,0.118,0.126,Positive,I hope they make the mini and studio linkable to imac or macbook for performance that would be insane!,UgxQ97OkuZj-4AjQlCF4AaABAg
0.0,1.0,0.0,0.0,Neutral,The G4 Mac Mini Is Incredible! It has the power button on the side.,Ugym2W_8a_x0wwRvEPh4AaABAg
0.0,1.0,0.0,0.0,Neutral,How loud are the fans,Ugw8efe6cyaRCPZPlf14AaABAg
0.0,1.0,0.0,0.0,Neutral,"Hmmmm any thermo prob with m4 pro on this chassis base on your day to day use, with scripts video editing sort of stuffs?",UgzpVFLyOZ4xT0VFHPd4AaABAg
0.084,0.916,0.0,0.3182,Positive,"It would be cool if there was a switch on the back that let you toggle between the device booting up with macOS, tvOS, or iOS.",UgxgUnZvAHU0ToP09w94AaABAg
0.0,0.816,0.184,-0.5574,Negative,I don't need a faster computer when we have a fascist as president and can't afford rent.,UgzBYNPa4NG-vcDik054AaABAg
0.0,1.0,0.0,0.0,Neutral,Now they need to make the price Mini so I can afford one.,Ugxpf02h11hRWKFhYnR4AaABAg
0.0,0.593,0.407,-0.5859,Negative,New intro is fire. ❤‍🔥🙌,UgxHsJ2MoBDmxZUNbqh4AaABAg
0.223,0.777,0.0,0.3182,Positive,I’ve been a Mac mini fan since its inception.,UgzP36iT1EtDjZcHRSt4AaABAg
0.0,0.876,0.124,-0.1779,Negative,Weird that its called the Mac mini when its literally larger than Marques...,UgwNPANd0CadhKai_8N4AaABAg
0.0,0.71,0.29,-0.6486,Negative,"Having no USB-A port is worse than the bottom button.
Change my mind 🤔",Ugx7CUW0VJx9i72vDrZ4AaABAg
0.123,0.723,0.154,0.0,Neutral,"Side question, why is the ridge wallet 95$ thats an insane price for two pieces of metal with an elastic around them 😬. Great review though.",UgxwssWqFGcuSlCp6zl4AaABAg
0.104,0.896,0.0,0.4215,Positive,My MacBook air of 2012 had 128gb of storage. 12 years later we've only gotten twice that. Never in computing has progress been so stagnant,UgwEs38XNi2_dz9cTqZ4AaABAg
0.0,1.0,0.0,0.0,Neutral,"I believe in that too
its a marketing strategy ...",UgyEU6HQJI1GlKvtDqV4AaABAg
0.286,0.714,0.0,0.4215,Positive,What are the nice journals you have there?,Ugx0KpXZG-XnAVWhuXV4AaABAg
0.0,1.0,0.0,0.0,Neutral,Id say it's actually above average,UgxGMER-ol_0F7sbOw14AaABAg
0.0,0.769,0.231,-0.34,Negative,Long live Trumph and the crazy power button placement,UgwUKrZcIpbFABxUYKB4AaABAg
0.0,1.0,0.0,0.0,Neutral,Get over the power button on the bottom…… it’s not an issue.,Ugz7mN6uB0r88TnPOhd4AaABAg
0.027,0.888,0.085,-0.836,Negative,"No one asked for this size shrink.  I could care less.  What I DO care about is that I have several USBA accessories that I would have to replace which would probably double the price for the upgrade.  I would at the very least have to add a hub and several new cables.  So, this change is not something I would look forward to.  It STILL doesn't an SD card reader and for those of us that do a lot of photography, that is just stupid.  All my external drives are 1 Tbyte along with the three drives I have external but inside the desktop box.  The power button is beyond stupid, all for the obsession with reducing size for no reason.  I am running out of time on my Windows 10 system and I was considering a Mac Mini, but not this one.",Ugx0gbbvPvc6tuTKvg94AaABAg
0.0,1.0,0.0,0.0,Neutral,"Ngl the first few seconds, I thought it was an Air Pods box",UgwSteSqnpyLTYbNYi54AaABAg
0.196,0.804,0.0,0.9441,Positive,"Hey great review - glad I found your channel!  I'm a photographer as well, currently with the original M1 Mac Mini - 16GB/256GB.  I find 16GB isn't really enough for things like stitching panos or sometimes Photo AI or whatever, and the HD space is a friction point - I have an external drive, but even with that I run out of space routinely.  Did you find a sweet spot for these?  I'm planning on getting one of these pretty soon...",UgxnlUW0UAROFq85KtV4AaABAg
0.0,0.625,0.375,-0.34,Negative,That power button is crazy,Ugz09TqLIRkvGgUv7VZ4AaABAg
0.141,0.859,0.0,0.2023,Positive,the apple logo on the top could double as the power button,UgwmiaejE93X1lQXuMN4AaABAg
0.0,1.0,0.0,0.0,Neutral,Apple knows most people never “turn off” or “on” much,Ugw6zjLXNmkXv0XZfcF4AaABAg
0.0,1.0,0.0,0.0,Neutral,Really Tempting deal!! 599 $ for 16GB,UgzowRUcHJ5qHqw_eXR4AaABAg
0.0,1.0,0.0,0.0,Neutral,16 gigs of ram not storage,UgzowRUcHJ5qHqw_eXR4AaABAg.AAYXqwCfXSmAAYXz2kiem2
0.181,0.819,0.0,0.3472,Positive,"@ Yes, I know! Storage is 256 but even though that's Apple!",UgzowRUcHJ5qHqw_eXR4AaABAg.AAYXqwCfXSmAAYYykXUwto
0.299,0.634,0.067,0.765,Positive,This might be my first apple pc.  It would sit on top of my windows pc nicely 😂,Ugw_VnoZPELB8jJ_3cZ4AaABAg
0.0,1.0,0.0,0.0,Neutral,The power bottling would have spoiled the aluminum body that’s why it’s at the bottom,Ugz4E-X6n0R22jjr7th4AaABAg
0.585,0.195,0.221,0.7661,Positive,"ROFLMAO, love the new conspiracy theory!!",UgxVRjB89Dskfq9qCDh4AaABAg
0.0,1.0,0.0,0.0,Neutral,"as soon as I saw the release video for MacMini, my eyes widened and I said out loud, ""Now that I would upgrade to.""",UgxOji_1AJK8IDuyJzV4AaABAg
0.218,0.602,0.18,0.128,Positive,good to see some crazy changes to the mac mini,Ugxc0pkNMRjbtygsLHd4AaABAg
0.0,1.0,0.0,0.0,Neutral,Tim Cooked.,UgzrCq7UryKEfRenrbh4AaABAg
0.0,1.0,0.0,0.0,Neutral,If the power button is in the bottom flip it over.,UgxU0FXopqEnZFMOQBV4AaABAg
0.714,0.286,0.0,0.3612,Positive,Thank you.,Ugz2qKdM-xmYxwN7FKh4AaABAg
0.078,0.922,0.0,0.4927,Positive,"my mini pc that i bought for 400 CAD is smaller and higher spec than this, i dont get what he means by you cant say this can be replicated,

I take it back, its a very good deal.",UgzsShI4mxKxLdhHwoJ4AaABAg
0.0,1.0,0.0,0.0,Neutral,Will existing thunderbolt displays work with the mini?,UgznCw05PNGAtTy_sPZ4AaABAg
0.221,0.779,0.0,0.831,Positive,This is really cute! Still using the m2 with 16gb and works like a charm editing 4k videos. I'm also using a 1tb External ssd for storage. Don't think I'll upgrade for now though.,Ugxys2yzeVkpqMxJ6E94AaABAg
